,GSM160306,GSM160307,GSM160308,GSM160309,GSM160310,GSM160311
39209_r_at,1,0.2,1.1,15.5,8.4,7.8
39210_at,2.8,-18.9,-5.4,-4.1,6.9,-17.9
39211_at,-55.7,-65.7,-60.8,-40.6,-70.1,-38.4
39212_at,48.2,72.6,28.9,74.2,51.1,70.1
39213_at,160.1,136.9,43.2,205.4,104,93.6
39214_at,-89.9,-71.2,-30.5,-40.2,-103.4,-124.4
39215_at,-67.6,-29.1,-8.1,-9.2,-35.3,-14.1
39216_at,3.9,-6.7,-3.2,-10.2,1.2,-6.2
39217_at,-49.3,-54.9,-35,-91.1,-47.1,-78.5
39218_at,21.3,25,23.2,32.2,34.3,34.5
39219_at,55,43.7,19.9,40.5,46.7,50.7
39220_at,-32.3,-44.2,-17.4,-23.3,-20.8,-23.8
39221_at,29.2,-10.4,-7.8,-16.6,-18.9,-11.6
39222_at,28.8,2.1,1.7,14.1,15.7,18.7
39223_at,61.7,77.7,24.5,60.2,58.7,66.3
39224_at,231.5,297,48,225.7,295.5,247.5
39225_at,93.8,118.8,16.7,73.8,79.2,114
39226_at,-70.7,-30,-24.4,-69.1,-46.2,-38
39227_at,159.9,218.5,78.3,193.2,207.6,440.4
39228_at,42.2,53.6,12.6,49.5,63.2,22.8
39229_at,135.2,55.7,51.1,81.5,-45,68.6
39230_at,78.4,35.6,16,28.5,40.3,13.3
39231_at,177.7,143.6,93.9,143.6,129,120.6
39232_at,55.9,20.5,5.7,17,20.8,28.1
39233_at,16.6,13.3,7.3,18.6,16.1,10.6
39234_at,-8.5,-64.3,-158.3,13,-20.3,-42.7
39235_at,-164.9,-238.9,-87.9,-114.7,-157.9,-131.3
39236_s_at,92.2,118.9,-1.3,177,131.7,73.2
39237_at,-88.2,39.1,-46.4,-75.1,-122.8,25.6
39238_at,19.7,57.3,17.6,7.9,77.5,20.1
39239_at,248.8,216.5,101,99.8,170.9,177.5
39240_at,684.8,674.1,363.6,619.3,858.9,919.9
39241_at,3.4,-9.3,-19.1,13.3,7,30
39242_at,859.1,904.6,312.1,663,1026.7,844.4
39243_s_at,368.9,519,196,471.1,401.9,496.3
39244_at,57.1,24.6,1.6,71.2,55.1,32.3
39245_at,129.9,263.4,-32.5,36.8,199.6,124.7
39246_at,13.4,25.5,16.8,35.1,20.6,29.6
39247_at,-6,-4,-4.2,-5.1,4.1,3.7
39248_at,13.6,17.6,-4.2,32.3,19.3,22
39249_at,-65.7,-65.7,2.8,34.5,-62.5,-30.4
39250_at,132,115.2,66.1,95.4,58.5,93.1
39251_at,50.1,37.9,36.9,116.5,71.1,81.7
39252_at,-19.5,3.5,-1.3,2.3,-3.7,2
39253_s_at,133.6,103.1,39.1,135.1,82.4,54.6
39254_at,-6.6,16.9,-43.6,82.4,93.4,91
39255_at,154.7,153.7,45.6,123.4,45.4,54.4
39256_at,57.7,13.5,22.2,39.7,16.3,42.3
39257_at,-22.1,-35.1,-35.5,-18.5,-30.5,-70
39258_at,52.5,119.9,49.1,198.3,102.9,112.1
39259_at,-6.5,-7.7,1.1,-2.6,-2.1,-5.4
39260_at,21,22.5,11.4,28.8,9.3,9.2
39261_at,52.6,31.8,13.8,-7.3,55.1,24.3
39262_at,68.5,126.3,15.5,53.9,98.2,38.2
39263_at,238.8,174.1,67.9,149.6,137.4,138.3
39264_at,-9.1,24.2,11.9,16.3,-10.5,7.8
39265_at,6.3,-6.7,2.2,13.3,-4.1,0.5
39266_at,566.5,694.3,165.3,396.6,768.1,838.3
39267_at,31.3,38.6,16,47.8,28.1,28.9
39268_at,193.3,127.4,-25.3,222.7,237.6,171.8
39269_at,30.2,65.2,14.3,39.6,46.9,44
39270_at,-2.4,-40.4,-24.3,-46.8,16.5,-12.5
39271_at,26,20.8,-11.8,-6.1,23,12.5
39272_g_at,42.3,107.1,20.8,128.2,106.4,120
39273_at,156.8,223,84.2,189.7,149.7,151
39274_at,132.8,121.9,37.9,148,108.4,126.1
39275_at,-4.4,-13.3,-6.2,-30.6,-19,-16.7
39276_g_at,57.2,4.1,18.3,6,6.7,-15.3
39277_at,73.4,19.5,-0.7,35.1,26.7,39.8
39278_at,-123.7,-98.8,-112.1,-77.4,-23.2,-21.3
39279_at,-14.8,-20.7,-7.9,2,-9.3,-4.2
39280_at,59.3,46.9,9.9,6,55.7,52.6
39281_at,64.9,53.6,32.1,75.2,122.5,118.8
39282_at,9.1,20.1,8.5,26.6,12.9,8.6
39283_at,297.6,324.4,101.8,356.4,353.6,423.3
39284_at,24.1,20.5,25.7,49.8,14,28.9
39285_at,-7.5,-3,-12.6,59.4,-10.7,-17.1
39286_at,-17.8,-212.9,63.6,172,-198.2,-88.6
39287_at,14.7,6.2,28,38.8,15,16.8
39288_at,214.4,171.1,81.4,103.4,282.5,268.3
39289_at,14.7,3.5,-2,12.3,1.8,8.8
39290_f_at,99.7,157.3,69.4,144,132,102.6
39291_at,-76.6,-56.4,-55.3,2.1,-96.7,-33.1
39292_r_at,44.2,45.1,27.5,56.9,32.3,36.5
39293_at,51.7,69,21.5,53,56.2,90.2
39294_at,348.8,407.3,140.6,403,338.8,401.5
39295_s_at,386.8,329.9,78.1,347.2,300.3,203.8
39296_at,40.2,21.3,13.7,16.8,6.5,-2.3
39297_at,-5.8,-8,-3.2,-7.3,-8.9,-3.4
39298_at,187.4,37.3,69.1,133.6,254,171.4
39299_at,42,55.3,8.8,32.7,47.1,36.3
392_g_at,173.7,145.1,61.5,198.1,181.2,238.8
39300_at,16.4,30.8,4.8,17.2,16.5,36.4
39301_at,49.5,-83.1,38.1,162.7,34,87.8
39302_at,18.6,18.5,3.1,5,7.1,10.8
39303_at,-96.3,-118.6,-68.3,-75.7,-86.9,27.7
39304_g_at,-3,-26.4,-10.2,28.7,-0.9,92.6
39305_at,83.8,60.7,17.1,51.2,69,108
39306_at,231.5,241.4,76.2,201.5,284.8,148.5
39307_s_at,206.9,343.1,39.3,209.3,307.7,207.5
39308_r_at,334.4,207.1,93.3,508.7,340.5,297
39309_at,172.5,148.2,80,141.2,171.9,118.3
39310_at,29,42.9,3.5,63.6,17.7,34.3
39311_at,69.4,65.8,32.3,81.8,48.1,-51.5
39312_r_at,-5.4,-2.4,-1.5,-7.4,-2.3,-1.2
39313_at,103.9,84.3,31.4,73.6,67.3,68.9
39314_at,-23,26.9,-22.6,23.6,-20.3,45.7
39315_at,113.4,142.9,50.7,202.3,117.8,152.8
39316_at,29.6,32.1,-12.3,-4.8,10.7,64.7
39317_at,79.1,40.3,48.6,67.2,43.1,59.7
39318_at,32,67.4,33.1,23.2,21,59.6
39319_at,157.3,39.6,7.6,9,24.7,21.5
39320_at,5.2,-52,-1.6,-30.2,-26.9,-10.9
39321_at,810.4,959.8,451.3,972.6,471.1,943.8
39322_at,137.6,51,77.5,42.9,17.1,0.5
39323_at,320.4,244.4,101.3,206.9,285.3,243.3
39324_at,178.5,206.8,94.8,194.3,141.5,211.7
39325_at,-31.1,-29.4,-17,-113.9,-34.4,-31.4
39326_at,914,862.9,571.3,1373.2,1189,1140.1
39327_at,374.1,443.7,224.5,443.9,373,323.9
39328_at,199.7,238.5,91.4,262.3,210.1,271.9
39329_at,597.6,368.1,123.3,390.9,477.7,435.3
39330_s_at,557.6,323.1,136.2,454.9,464.8,376.4
39331_at,5960.8,6263.9,3158.1,8313.8,5699.9,4722.7
39332_at,2139.3,2634,746.2,1980.9,1062.9,2299.9
39333_at,279.1,53.5,11.3,44.8,22.6,20.2
39334_s_at,59.2,68.8,29.4,14.8,34.2,37.7
39335_at,70.7,65.6,24.2,96.5,134.3,102
39336_at,2783.8,3103.1,1627.8,3505.8,3390.3,3237.4
39337_at,571.1,622.7,247.4,724.6,621.1,557
39338_at,330.7,104.5,41.8,128.9,107.9,103.4
39339_at,33.4,39.5,43.4,298.8,202.6,20.5
39340_at,23.4,116.3,32,145,136.4,71.4
39341_at,88,45.3,73.3,57.2,114.8,153.9
39342_at,263.7,234.6,87.7,297.4,240.6,224.4
39343_at,389.9,346.9,167,259.2,244.6,289.7
39344_at,354.7,234.3,93.6,256.7,215.4,159.1
39345_at,477.8,200,55.7,343.1,203.5,260.2
39346_at,444.6,630.1,232.6,527.9,660,446.7
39347_at,972.9,883.2,316.7,1060.8,1157.7,1078.9
39348_at,414.6,376.3,176.2,651.5,365,618.7
39349_at,0,-2.1,2.2,-2.2,-5.2,2.5
39350_at,43.7,61.6,20.7,33.5,34.3,46
39351_at,613.7,421.2,139.6,390.9,516.9,647.9
39352_at,7.6,-58.7,-12.7,-2.7,-18.2,-29.4
39353_at,1054.9,543.3,423,1252,626.8,740.2
39354_at,369.1,367.8,166.8,340.2,209,382.7
39355_at,40.8,53.5,23.8,67,54.5,56.2
39356_at,477.9,326.3,109.4,369.8,366.1,394.9
39357_at,70.9,61.1,17.3,66.5,59.6,56.5
39358_at,876.2,799.2,232.8,715.4,883.6,791.6
39359_s_at,-117.3,-189.6,-39.6,-113.2,-128.1,-96.8
39360_at,3011.3,2702.3,789.6,2445.3,2520.5,2354.5
39361_f_at,60.6,62,26.1,42.2,48.8,55.2
39362_r_at,6.6,26,9.7,13.1,17.7,3.4
39363_at,559.4,564.5,127.6,646.5,531.8,463.9
39364_s_at,33.4,128.3,51.9,51.1,28,225.6
39365_i_at,-0.3,12.7,0.8,3.6,-6.1,28.7
39366_at,136.1,320,81.8,333,121.5,431.3
39367_at,98.7,144.6,50.9,78.8,126.9,-52.3
39368_at,226.2,167,105.2,294.9,187.6,145.6
39369_at,130.7,70.2,26.1,111.4,66.1,103.6
39370_at,919.3,1410.4,391.2,1372.1,1455.2,1601.7
39371_at,-12.5,-6.4,14,42.2,5.1,1.1
39372_at,106.7,208.8,66.8,270.4,86.6,176.7
39373_at,103.5,155.4,69.4,202.2,102.6,133.4
39374_at,19.4,7.9,-13.2,-42.4,-22,6.6
39375_g_at,41.5,224.9,80.7,61.6,188.6,147.2
39376_at,281.5,427.5,194.5,372.8,314.8,444.3
39377_at,140.6,184.4,68.4,172.4,203.9,207.8
39378_at,1002.7,1368.1,366.8,1170.9,1531.4,1256.3
39379_at,82.6,109.6,24.4,105.4,103.1,68.7
39380_at,197.3,327.4,149.1,276.1,259.7,259.7
39381_at,196,218.8,116.6,363.2,269.7,288.6
39382_at,1219.1,1581.3,762.1,1354.6,1998.6,1600.5
39383_at,482.2,221.5,42.3,295.7,282.5,305.8
39384_at,1.4,5.3,3.6,13.8,6.3,14.7
39385_at,100.2,22.6,21.4,35.5,14.8,16.6
39386_at,106.8,81.6,28.5,112.3,104,110.1
39387_at,12.4,14.9,4.2,21.4,18,9.9
39388_at,678.9,1213.8,304.9,938.2,1258,1309.8
39389_at,127.1,166.6,90.3,351.8,236.9,193.2
39390_at,87.4,141.3,45.5,132.1,124,146.6
39391_at,186.6,102.6,63.2,273.6,157.7,112.6
39392_at,224.2,254.2,83.9,239.8,228.9,213.8
39393_r_at,-6.6,3.4,3.9,2.1,-3.5,8.1
39394_at,216.5,246.3,77.5,208.8,191,243.9
39395_at,2272.2,2061.4,803.6,2071.5,2897.3,2523.9
39396_at,184,193.7,53.8,142.2,181.7,159.4
39397_at,137.9,187.7,25.6,75.1,102.6,105.7
39398_s_at,196.9,144.6,44.7,197,176.1,210.4
39399_at,98.5,35.9,6.9,252.1,53.6,20
393_s_at,29.3,8.4,-0.3,21.9,13.7,13.1
39400_at,113.6,-17.7,39.3,1.8,-43.7,-8.6
39401_at,974.8,1393.9,472,856,1491.2,1442.3
39402_at,313.4,98.5,75.2,146.7,142.7,168.5
39403_at,190.7,199,59.3,141.8,159,199.1
39404_s_at,244,156.2,75.9,222.9,231.4,273.4
39405_at,160.4,202.9,56.8,246.5,214.7,293.9
39406_at,318.2,150.9,65.7,137,347.4,25.3
39407_at,24,65.5,19.1,34.9,40,27.4
39408_at,51.1,228.7,1.3,144.7,159,249.5
39409_at,214.8,18.1,9,100.7,50.5,53.4
39410_at,120.1,177.5,80.8,155.5,142.6,100.9
39411_at,268.7,97.2,61.8,157.2,45.5,161.5
39412_at,210.5,289.9,109.4,299.5,204,215.1
39413_at,-3.8,4.8,0.2,4.3,2.9,13.3
39414_at,2,7.5,-0.7,-1.5,-2.3,-3.7
39415_at,2129.9,2848.6,1296.1,2675.3,2899.3,1983.9
39416_at,329,348.7,139.2,290.7,253.7,274.2
39417_at,162.6,455.2,104,367,424.5,347.1
39418_at,373.5,347,105.3,319.2,372.5,348.8
39419_at,155.5,152.5,56.5,139.1,192.5,121.4
39420_at,80,-38.7,-14.1,194,44.7,157.6
39421_at,-171,-206.7,-76.1,-85.2,-194.5,-204
39422_at,346.2,368.7,103.1,351.4,282.5,354.4
39423_f_at,489.2,429.4,137.8,582.5,425.7,431.9
39424_at,187.8,38.6,6.8,145.7,144.3,92.2
39425_at,420.2,428.5,150.2,366.3,386.5,482.6
39426_at,204.9,215,83.6,194.3,298.7,159.6
39427_at,1518.5,1801.8,492.5,1587.1,1741.4,1335
39428_at,211.3,212.5,70.8,225.2,136.2,127.8
39429_at,139.4,113.6,46,130.3,109.6,139.6
39430_at,195.4,282.1,70.4,212.2,271.3,299.7
39431_at,490.8,528.1,156,336.7,583.8,515.9
39432_at,48.7,27.2,19.6,5.8,21.3,4.2
39433_at,43.6,12.8,-1.6,65.4,32.4,34.3
39434_at,241.4,167.3,64.5,185.3,250.8,220.4
39435_at,671.6,867.7,241.8,526.8,846.8,703.2
39436_at,1028.3,858.4,330.8,761.2,1011.3,937.2
39437_at,256.2,307.6,169.9,399.7,353.3,608.8
39438_at,73.4,121.7,30.1,88.4,92,156.1
39439_at,-5,4.7,-2,-11.5,11,-6.2
39440_f_at,109.3,105.1,28.3,78.4,106.5,92.7
39441_at,1188.1,1482.5,525.4,1219.8,2143.6,1584.9
39442_at,148,202.6,66.8,140.4,245.6,259.5
39443_s_at,966,1234.1,446.4,1351.2,1369.7,1368.3
39444_at,97.1,79.1,36.3,81.5,74.6,77.3
39445_at,593.8,550.3,167.4,465.8,458.7,500.5
39446_s_at,6.6,7.9,13.5,16.3,4.7,7.8
39447_f_at,47.9,51.3,7.5,44.6,42.2,34.7
39448_r_at,289.2,236.7,-172.3,276.7,236.8,214.9
39449_at,1.3,3.4,1.1,6.5,1.5,5.2
39450_s_at,236.5,176.5,59.9,162.5,141.6,150.5
39451_i_at,151,160,24.9,86.4,166,90
39452_s_at,6.5,-7,6.3,51.7,6.2,9.2
39453_at,-64.6,-26.6,-19.9,-36.4,-43.4,1
39454_f_at,-99.3,-61.1,3.6,-67.1,-72.9,-115.3
39455_r_at,-15.7,170.1,332.8,-47.3,10,108.9
39456_at,46.3,30.5,10.1,43.4,24.3,31.8
39457_r_at,10.7,4.5,1.6,5.2,11,14.7
39458_s_at,-11.9,-5.8,15.2,-17.6,-19.7,-35.6
39459_at,372.7,377.6,73.5,236.9,286.2,212.6
39460_g_at,34.7,48,21.6,53.6,43.3,24.5
39461_s_at,-84.2,-101.6,-66.5,-102.1,-76.2,-58.6
39462_s_at,-8.4,-20.6,-7.1,0.6,-12.5,-13.9
39463_at,1.9,-0.9,3.7,-7.8,8.1,-6.1
39464_at,5.5,-4.6,-0.1,30,-2.9,-4.8
39465_f_at,-94,-246.8,5.7,-160.5,-100.7,11.3
39466_s_at,3.3,177.7,7.4,37.6,28.5,33.6
39467_f_at,-12.2,-19.8,32.2,-13.2,114.6,90.3
39468_r_at,324.2,297.5,107.7,275.5,266.7,254.2
39469_s_at,83,133.4,42.2,94.9,85.9,131.9
39470_at,4.2,0.2,3.7,15.8,6.2,9
39471_at,308.2,366.2,94.2,285.1,308.6,326.9
39472_s_at,85.2,74.8,25.8,80.2,59.7,48.4
39473_r_at,-200.9,-43.6,19,227.7,-520.6,-37.8
39474_s_at,99.1,95.7,80.8,129.8,162.2,148.6
39475_at,-36.6,6.7,-18.5,-37,-18.1,13.6
39476_at,20,11.2,16.9,-0.2,12.1,13.5
39477_s_at,65.3,48.3,12.5,58.6,57.4,70
39478_at,-46.7,-43.3,-30.7,-15.9,-59,-46.2
39479_g_at,-14.1,-14.1,-4.4,-1.3,3.6,-9.2
39480_s_at,-267.7,-242.2,-140.5,-155.8,-244.2,-255.5
39481_at,-20.1,-27.8,-5.9,-24,-31.3,-27.4
39482_at,-40.3,-20.7,-17.9,12.3,-15.6,-12.5
39483_s_at,-6.9,-9.4,2,1.6,-8.5,-0.5
39484_at,181.8,173.5,57.2,153.4,165.9,150.9
39485_g_at,5.6,-2.9,-5.3,9.8,10.1,-2.8
39486_s_at,83.4,77.6,10.3,59.1,59,45.9
39487_at,15.2,6.2,-6,18.8,0.8,9
39488_at,9.1,-5.7,9.4,15.2,7.8,2.4
39489_g_at,127.2,153.2,63.5,212.7,132.8,115.7
39490_f_at,121.2,95.8,80.4,57.8,126.2,122.4
39491_s_at,13.1,14.3,4.7,25.6,19.5,-2.6
39492_at,-8,0.5,-11.2,-10.3,-12,-5.3
39493_at,-5,-12.4,-0.9,-30.2,-2.5,23.5
39494_at,-3.1,5.9,8.6,15.8,5.3,-2.4
39495_at,2.8,-16.3,1.9,16.7,1.7,-4.9
39496_s_at,69.4,72.4,46.2,66.4,75.2,43.1
39497_at,-83.3,-134.5,-83.3,-112.3,-142.6,-147.2
39498_at,12.2,-11.7,-14.7,-22.6,-7.8,-0.9
39499_s_at,92.7,49.7,-37.5,12.7,25.2,45.4
394_at,51.8,20.5,19,28,23.2,38.2
39500_s_at,91.7,136,56.6,114.2,104.2,117
39501_f_at,-27.8,-234.2,-109.8,-285.4,-174.1,-51.6
39502_at,-11.3,105,-54.8,31.3,10,-3.3
39503_s_at,380.6,369.3,147.1,450.5,364.9,281.7
39504_at,-221.9,-201.7,-99.3,48.7,-145.3,-163.3
39505_at,-253.3,-155.1,-59.4,-146,-124.2,-104.3
39506_at,16.6,16.6,8.4,29.8,8.9,11.5
39507_at,843.9,573.5,192.3,416.2,624.7,654
39508_at,66.8,99.1,8.2,39.5,76.6,13.5
39509_at,62.2,62.2,29.2,66.7,76.7,59.5
39510_r_at,6.1,14.6,3.8,10.8,11.1,9.9
39511_at,77.5,99.4,53.9,57,68.1,130.2
39512_s_at,222.8,345.6,63.6,238,351.5,248.9
39513_r_at,35.9,21.3,31.5,82.4,29.6,20.2
39514_s_at,153.2,109.4,-10.8,31.8,127.8,-27.9
39515_s_at,-59.4,-63.1,-10.2,-10.2,-45.8,-3.2
39516_at,101.8,95.1,20.8,102.3,69.5,102.1
39517_at,271.2,278,79.4,214.6,283.8,280.6
39518_at,31.9,27.4,27.8,48.8,31.3,33.7
39519_at,99.5,51.8,23,65.7,44.3,58.6
39520_at,73.6,77.3,51.4,85.2,67.9,75.6
39521_at,-166.7,-135.7,-92,-161.5,-152.3,-124.9
39522_at,245.4,41.3,52.6,104.1,91.2,186.1
39523_at,153.3,94.4,13.7,65.8,115.3,129.3
39524_at,3.2,11.1,-1.2,7.9,13.7,-0.4
39525_at,133.9,153.9,65.6,158.3,155.2,233.5
39526_at,26.6,66.3,5.6,98.1,54.7,-0.9
39527_at,277.9,339.5,113.8,174.7,311.6,300.7
39528_at,70.2,36.8,12.6,21.1,25.3,-15.4
39529_at,-145.2,-148.5,-48.7,-130.4,-133.3,-123.4
39530_at,11.7,9.9,6.9,14.9,5,11.9
39531_at,484.3,517.4,194,572.1,776.1,1076.6
39532_at,111.1,30.6,32.7,49.8,11.2,87.2
39533_at,111.3,49.4,19.3,64.7,43.8,39.3
39534_at,96.9,85.3,36.3,92.2,76.4,62.6
39535_at,-115.5,-62.7,-46.6,-62.7,-116.9,-4.9
39536_at,-245.8,-309.7,-104.3,-163.7,-223.7,-212.7
39537_at,300.9,501.6,301.2,597,618.3,1157.6
39538_at,-30.8,-39.7,-4.9,-25,-18.4,-20.7
39539_at,78.7,222.6,79.5,142.8,188.3,170.9
39540_at,227.3,243.2,41.1,131.3,325.4,247.8
39541_at,119.5,184.8,56.6,202.7,108.2,94.2
39542_at,7415.5,7818.7,3259.1,6170.1,8300.9,5652.6
39543_at,-12.1,-2.8,-7.8,-36.2,-8.8,-22.7
39544_at,190.3,299.1,84.8,351.5,343.7,323.8
39545_at,153.3,158.3,78.8,328.4,230.6,136.4
39546_s_at,184.3,243.5,114.3,193.9,178.5,198.9
39547_at,57.7,67.3,39.2,77.9,61.1,64.1
39548_at,124.7,203.5,60.8,150.9,114.7,117.8
39549_at,182.6,266.7,82.5,200.5,166.2,175.1
39550_at,437.2,530.1,174.9,405,604,470.1
39551_at,419.1,233.4,115.6,392.4,232.7,247.3
39552_at,54.2,85,33.6,52.1,48.9,61.2
39553_at,-88.9,-90.3,3.9,-64.8,-30.2,-13.5
39554_at,57.8,59.2,22.9,46.3,47,54.5
39555_at,14.7,13.7,21.6,32.2,21.3,8.9
39556_at,579,739,286.6,686.2,608,525.4
39557_at,319.2,505,210.7,628.2,537.8,617.8
39558_s_at,14.7,1.2,-9.5,35.3,-1.4,-5.5
39559_at,-17.7,-22.6,-0.7,-2.3,-1.2,-4.5
39560_at,142.3,288.8,165.6,360,182.2,152.1
39561_at,2446.8,2646.9,1068.1,2261.8,2087.1,1677.8
39562_at,83.5,31.3,17.4,17.1,2.5,50.2
39563_at,34.1,60.5,10.5,37.2,79.7,77.3
39564_s_at,-15.2,8.9,67.8,50.5,-16.7,23.2
39565_at,20.6,33.8,4.6,-7,-0.5,43.7
39566_at,243.9,364.1,75.7,226.4,330,162
39567_at,43.7,27.2,14,29.8,57.5,35.7
39568_g_at,186.2,134.5,60.5,174.5,183.1,105.3
39569_at,49.8,119.7,-11.8,72,-1.3,-79.2
39570_at,121.4,294.1,128.1,317.8,205.1,200.2
39571_at,0.7,-1.9,9.5,4.3,29.6,33.3
39572_at,249,325.3,123.1,299.7,266.7,205
39573_at,122.7,127.3,-19.9,9,214.2,87.9
39574_at,222.9,90.2,20.3,162.2,140.1,187
39575_at,224.3,128.1,52.7,179,115,198.2
39576_at,-4,-3.5,-7,26.2,13.4,1.5
39577_at,39.4,33.9,32.1,72,30.5,31.8
39578_at,-23.2,-15.4,-20.9,-8.4,47,-54.8
39579_at,46.5,231.4,62.3,226.9,58.9,413.1
39580_at,440.4,601.8,113.6,511.4,280.2,528.1
39581_at,82,-1,-7.9,4.1,8.1,7.1
39582_at,277,292.6,125.6,191,327.2,322.3
39583_at,245.4,285.4,40.2,230.2,214.7,248.6
39584_at,754.4,862.5,287.9,584.1,1278.8,940.4
39585_at,130.6,104.6,17.9,107.3,88.9,134.8
39586_at,83.9,78.9,56.3,72.2,91.3,91
39587_at,47.8,23.6,0,-18.2,3.4,42.4
39588_at,134.1,146.7,1.6,96.7,112.8,121
39589_at,95.1,98.1,29.9,110.5,98,167.9
39590_at,713.1,825.4,239.1,796.6,986.4,1050.2
39591_s_at,51,20.7,16.4,47,22.8,39.6
39592_r_at,4.7,6.9,2.4,1.2,0.2,6.5
39593_at,9.2,-65.8,0.6,-29,-28.4,-19.8
39594_f_at,2404.7,2280.8,766.6,2486.3,639.7,1253
39595_at,21.4,17.1,-1.8,39.3,27,31.3
39596_at,264,267,58,208.2,236.3,173
39597_at,216.5,303.7,96.1,259.1,177,292.2
39598_at,104.8,334.2,182.1,342.2,389.3,271.6
39599_at,111.8,407.3,72.4,376.4,186.3,307.6
395_at,-14.9,-11.5,-7.7,3.5,-14.7,-9.8
39600_at,57.1,49.5,28,89.7,45.4,58.1
39601_at,230.4,266.1,329.7,255.7,207.5,205.7
39602_at,281.6,340.8,110.4,323.3,214.4,297.7
39603_at,32.3,29.2,15.3,31.4,20.9,22.7
39604_at,10,9.2,3.7,2,2.8,9
39605_at,1106.9,1172.6,636.9,1586,898.2,1252.8
39606_at,0.5,6.5,2.8,-2.5,18.6,24.2
39607_at,358.8,415.5,181.3,630.1,603,565.6
39608_at,5.5,12,5.6,21.2,8.6,9.4
39609_at,134.7,162.6,39.5,96.4,134.1,180.2
39610_at,-18,-9.3,-5.9,-4.9,-16.7,-16.5
39611_at,106,297.2,77.2,145.8,190,202.5
39612_at,107.7,117.1,36.6,129.9,161.7,146.1
39613_at,63.8,63.7,24.6,49.5,59.2,78.6
39614_at,280.7,288.8,67.7,221.8,275.7,180.2
39615_at,439.5,833.6,214.7,770.1,1010,853.5
39616_at,85.6,24.9,25,50.7,18.6,74.4
39617_at,39.9,12.4,5.1,26.4,8.8,20.2
39618_at,16.2,52.2,12.3,57.5,31.9,23
39619_at,468.4,219.5,18.2,543.9,384.7,254.5
39620_at,180.5,284.7,58.8,153,199.3,163.1
39621_at,225.9,204.3,36.7,152.3,314.2,173.6
39622_at,59.4,52,4.2,46.5,43.9,42
39623_at,61.6,67.3,18.5,89.5,68.6,139.6
39624_at,216.3,293.9,57.4,210.5,147.3,109.5
39625_at,100.6,128.9,43.2,88.5,97.7,53.1
39626_s_at,111.7,107.7,23.4,82.2,101.3,106.3
39627_at,7,4.8,6.9,-10.9,3.2,7.3
39628_at,143.1,160.7,52.9,216.4,115.9,135.5
39629_at,15,83.1,10.6,36.1,23.1,7.5
39630_at,-108.8,-124.3,-56.2,-63.1,-92.6,-53.3
39631_at,128.8,89.7,13.4,48.6,65.6,58.7
39632_at,-5.2,-14.4,-4.6,-12.3,0.1,3.2
39633_at,-10.1,-13.1,-18.4,-51.3,-9.1,-8.7
39634_at,532.6,674.2,158.2,637.3,558.3,433.4
39635_at,214.9,324.4,85,228.1,263.2,210.2
39636_at,26.5,35.1,9.9,49,44.7,37
39637_at,61.5,21.1,12.1,28.5,22.6,14.7
39638_at,313.4,369.5,82.5,333.2,338,331.5
39639_s_at,105.4,147.8,80.2,140.4,157.6,88.2
39640_at,332.5,294.8,109.7,330.2,242.3,250.8
39641_at,42.7,26,1.1,22.2,53.7,44.9
39642_at,30.1,88.3,30.1,88.2,3.5,52.7
39643_at,28.1,28.2,13.8,23.5,22.1,19.8
39644_at,208.1,181.9,49.1,211.9,193.4,178.4
39645_r_at,-1086.6,-1360.7,-1030.2,-789.4,-1369.7,-1235.9
39646_at,265.6,202.9,57.7,204,188.2,249.6
39647_s_at,189.6,167.7,64.3,150.8,167.7,236.8
39648_at,-22.3,-24.4,4.9,2.5,-24.8,-16.5
39649_at,437.7,303.8,141.8,110.2,424.9,351.4
39650_s_at,463.8,453.4,120.1,405.1,444.9,288.7
39651_at,-43.5,67.3,-13.5,-5.5,69.6,-29.8
39652_at,-2.4,-9.2,-7,0.7,-6.1,-1.9
39653_at,3.7,5.9,2.8,4.7,4.8,-0.3
39654_at,-22.7,-2.3,17.8,70.6,33,9.8
39655_at,12.7,-48.2,-5.3,83.3,-46.3,56.4
39656_at,171.9,225.6,69,135.1,249.4,232.2
39657_at,449,316.8,175.7,297.1,305,316.9
39658_at,93.7,131.7,32,87.7,111.9,121
39659_at,435.1,305.6,91.6,309.4,308.4,284.4
39660_at,94,129.8,1.8,74.8,86.8,87.6
39661_s_at,247.7,429.2,202.6,266.3,274.8,202.9
39662_s_at,19.1,3.5,-29.1,22,31.1,15.9
39663_at,318.8,185.4,77,259.7,269.3,149.2
39664_at,85.5,96.7,27,34.1,91.3,82.6
39665_at,1619.1,1577,662.9,1519,2242.5,2172.2
39666_at,372.3,342.6,150.6,264.1,153.8,197.8
39667_at,350.5,263.5,48.3,140.3,243.5,257.3
39668_at,-17.9,24.6,59.2,23.6,-3.5,2.8
39669_at,17.1,-58.7,-9.4,52.6,34.8,-39.5
39670_at,91.6,104,36.9,93.5,13.9,110.5
39671_at,231.5,395.3,133.8,275.4,497.3,510
39672_at,-17,-0.5,-22.5,63.3,3.5,-8
39673_i_at,58,79.2,31.1,96.2,46.5,43.8
39674_r_at,72,82.9,44.1,94.6,94.3,50.4
39675_at,-51,-72.7,-18.9,45.9,-35.1,-36.2
39676_at,36.3,45.6,16.5,35.2,55.9,35.1
